! (C) Copyright TOSHIBA CORPORATION 2016
! Date: 		2003-01-20
! Part Number: 		2SK3475
! Model:		RF-MOSFET


!          2SK3475         20030120

VAR        vds = 3.0

VAR        id = 0.010

!          REM     DATA    NUMBER = 1

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

 1850000000  0.870   171.4   0.432     0.9  0.0219   -61.9   0.875   168.0

 1900000000  0.871   170.8   0.429     0.8  0.0217   -62.3   0.877   167.5

 1950000000  0.872   170.3   0.429    -0.1  0.0215   -63.3   0.879   167.1

 2000000000  0.873   169.8   0.426    -1.9  0.0209   -64.5   0.881   166.6

END ACDATA



VAR        vds = 5.0

VAR        id = 0.200

!          REM     DATA    NUMBER = 24

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.950   -40.5  14.038   151.8  0.0263    62.2   0.312   -83.8

  100000000  0.859   -72.1  11.328   130.0  0.0426    41.4   0.462  -115.0

  150000000  0.792   -93.8   8.989   114.7  0.0510    26.8   0.544  -131.2

  200000000  0.753  -109.1   7.306   104.3  0.0543    16.9   0.591  -140.9

  250000000  0.731  -119.9   6.106    95.0  0.0570     8.6   0.622  -147.2

  300000000  0.720  -128.1   5.153    87.5  0.0573     1.7   0.644  -151.6

  350000000  0.715  -134.3   4.447    80.7  0.0573    -3.6   0.662  -155.0

  400000000  0.715  -139.2   3.839    74.8  0.0572    -8.9   0.677  -157.6

  450000000  0.718  -143.3   3.377    70.0  0.0560   -13.3   0.691  -159.8

  500000000  0.723  -146.8   3.009    64.9  0.0550   -17.1   0.703  -161.8

  550000000  0.729  -149.8   2.669    60.1  0.0540   -20.8   0.716  -163.5

  600000000  0.736  -152.5   2.378    56.1  0.0527   -24.4   0.728  -165.0

  650000000  0.743  -155.0   2.138    52.5  0.0514   -27.7   0.739  -166.5

  700000000  0.751  -157.2   1.941    49.3  0.0500   -30.9   0.749  -167.9

  750000000  0.759  -159.3   1.776    46.3  0.0484   -34.2   0.758  -169.3

  800000000  0.767  -161.1   1.643    43.2  0.0462   -37.1   0.766  -170.7

  850000000  0.774  -162.9   1.521    39.6  0.0441   -38.9   0.774  -172.0

  900000000  0.782  -164.6   1.398    36.3  0.0427   -40.5   0.781  -173.3

  950000000  0.789  -166.2   1.295    33.2  0.0413   -42.3   0.787  -174.6

 1000000000  0.796  -167.7   1.194    30.1  0.0401   -44.0   0.792  -175.8

 1050000000  0.802  -169.2   1.102    27.4  0.0387   -46.2   0.797  -176.9

 1100000000  0.808  -170.6   1.022    24.8  0.0370   -47.9   0.801  -178.0

 1150000000  0.814  -172.0   0.948    22.5  0.0355   -49.2   0.805  -179.1

 1200000000  0.820  -173.4   0.884    20.2  0.0341   -50.4   0.809   179.9

 1250000000  0.825  -174.8   0.823    18.0  0.0328   -51.4   0.814   178.9

 1300000000  0.830  -176.1   0.765    16.2  0.0315   -52.2   0.818   177.9

 1350000000  0.835  -177.4   0.714    14.9  0.0305   -52.8   0.822   177.0

 1400000000  0.839  -178.6   0.678    13.6  0.0297   -53.8   0.826   176.1

 1450000000  0.843  -179.8   0.643    11.7  0.0286   -54.9   0.831   175.1

 1500000000  0.847   179.0   0.604    10.0  0.0275   -55.7   0.835   174.2

 1550000000  0.851   177.8   0.568     8.9  0.0264   -56.0   0.840   173.3

 1600000000  0.854   176.6   0.541     8.6  0.0258   -56.1   0.844   172.3

 1650000000  0.857   175.5   0.527     7.9  0.0253   -57.2   0.849   171.4

 1700000000  0.860   174.4   0.512     5.7  0.0244   -58.7   0.853   170.5

 1750000000  0.862   173.3   0.488     3.6  0.0232   -59.5   0.858   169.5

 1800000000  0.865   172.2   0.464     2.6  0.0223   -59.6   0.862   168.6

 1850000000  0.867   171.1   0.449     2.2  0.0217   -59.5   0.867   167.7

 1900000000  0.869   170.5   0.446     2.1  0.0215   -60.0   0.869   167.2

 1950000000  0.870   170.0   0.446     1.2  0.0212   -60.9   0.871   166.8

 2000000000  0.871   169.5   0.443    -0.5  0.0207   -62.1   0.874   166.3

END ACDATA



VAR        vds = 6.0

VAR        id = 0.010

!          REM     DATA    NUMBER = 25

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.976   -25.9   5.473   155.8  0.0384    66.2   0.819   -30.6

  100000000  0.920   -48.7   4.762   134.7  0.0670    46.1   0.800   -56.8

  150000000  0.867   -66.9   4.013   117.5  0.0850    29.6   0.784   -77.3

  200000000  0.831   -81.3   3.318   104.3  0.0927    16.3   0.779   -92.9

  250000000  0.810   -92.8   2.830    92.7  0.0981     5.6   0.781  -104.9

  300000000  0.801  -102.2   2.390    82.5  0.0985    -4.2   0.789  -114.3

  350000000  0.799  -110.2   2.053    73.6  0.0970   -11.5   0.799  -121.9

  400000000  0.801  -116.9   1.754    65.4  0.0954   -18.6   0.810  -128.2

  450000000  0.806  -122.8   1.512    58.9  0.0917   -24.9   0.821  -133.6

  500000000  0.812  -128.0   1.326    52.5  0.0881   -29.9   0.831  -138.2

  550000000  0.819  -132.6   1.157    46.3  0.0848   -34.8   0.841  -142.3

  600000000  0.827  -136.8   1.010    41.2  0.0811   -39.2   0.851  -146.0

  650000000  0.834  -140.6   0.889    36.8  0.0775   -43.2   0.860  -149.2

  700000000  0.841  -144.1   0.791    33.0  0.0740   -47.0   0.867  -152.2

  750000000  0.848  -147.3   0.710    29.6  0.0704   -50.8   0.874  -154.9

  800000000  0.854  -150.2   0.647    26.4  0.0659   -54.3   0.880  -157.5

  850000000  0.860  -152.9   0.592    22.6  0.0617   -56.5   0.886  -159.8

  900000000  0.865  -155.4   0.538    19.2  0.0587   -58.4   0.891  -162.0

  950000000  0.870  -157.7   0.494    15.9  0.0559   -60.3   0.895  -164.0

 1000000000  0.874  -159.9   0.451    12.6  0.0536   -62.0   0.899  -166.0

 1050000000  0.878  -162.0   0.413     9.8  0.0513   -64.3   0.903  -167.8

 1100000000  0.882  -164.0   0.380     7.1  0.0485   -66.2   0.906  -169.5

 1150000000  0.885  -165.8   0.350     4.6  0.0461   -67.6   0.909  -171.2

 1200000000  0.888  -167.7   0.324     2.3  0.0439   -68.9   0.912  -172.8

 1250000000  0.891  -169.4   0.299     0.0  0.0419   -70.1   0.915  -174.3

 1300000000  0.894  -171.1   0.276    -1.9  0.0400   -71.1   0.917  -175.8

 1350000000  0.896  -172.7   0.256    -3.0  0.0385   -71.9   0.919  -177.2

 1400000000  0.898  -174.2   0.242    -4.2  0.0371   -73.1   0.921  -178.5

 1450000000  0.900  -175.7   0.229    -6.0  0.0356   -74.5   0.923  -179.9

 1500000000  0.902  -177.1   0.214    -7.7  0.0339   -75.6   0.924   178.9

 1550000000  0.903  -178.5   0.200    -8.8  0.0323   -76.2   0.926   177.6

 1600000000  0.905  -179.9   0.189    -8.8  0.0313   -76.5   0.928   176.4

 1650000000  0.906   178.8   0.184    -9.2  0.0305   -77.9   0.929   175.2

 1700000000  0.907   177.5   0.178   -11.3  0.0292   -79.8   0.930   174.0

 1750000000  0.908   176.2   0.170   -13.4  0.0276   -81.0   0.931   172.9

 1800000000  0.909   174.9   0.161   -14.2  0.0262   -81.4   0.932   171.8

 1850000000  0.910   173.7   0.155   -14.3  0.0253   -81.7   0.933   170.7

 1900000000  0.910   173.1   0.154   -14.2  0.0250   -82.3   0.934   170.1

 1950000000  0.911   172.6   0.154   -15.0  0.0247   -83.5   0.935   169.6

 2000000000  0.911   172.0   0.153   -16.7  0.0239   -85.0   0.935   169.1

END ACDATA



VAR        vds = 6.0

VAR        id = 0.020

!          REM     DATA    NUMBER = 26

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.966   -29.7   8.244   154.6  0.0359    64.8   0.718   -35.9

  100000000  0.894   -54.9   7.012   133.2  0.0612    44.3   0.707   -65.2

  150000000  0.830   -74.1   5.797   116.5  0.0762    28.3   0.701   -86.6

  200000000  0.788   -88.8   4.757   104.2  0.0824    15.9   0.703  -101.9

  250000000  0.765  -100.0   4.031    93.4  0.0868     5.9   0.712  -113.1

  300000000  0.755  -109.0   3.401    84.1  0.0871    -3.1   0.724  -121.6

  350000000  0.753  -116.4   2.924    75.8  0.0861    -9.9   0.738  -128.3

  400000000  0.756  -122.5   2.506    68.3  0.0850   -16.4   0.752  -133.8

  450000000  0.762  -127.8   2.171    62.3  0.0821   -22.3   0.766  -138.4

  500000000  0.770  -132.5   1.913    56.4  0.0794   -27.0   0.779  -142.5

  550000000  0.779  -136.6   1.678    50.6  0.0767   -31.6   0.792  -146.0

  600000000  0.788  -140.4   1.472    45.8  0.0738   -35.8   0.805  -149.2

  650000000  0.797  -143.8   1.302    41.7  0.0709   -39.7   0.816  -152.0

  700000000  0.806  -146.9   1.164    38.1  0.0680   -43.4   0.826  -154.6

  750000000  0.815  -149.8   1.050    34.8  0.0650   -47.1   0.835  -157.1

  800000000  0.822  -152.5   0.960    31.7  0.0612   -50.5   0.843  -159.4

  850000000  0.830  -154.9   0.880    28.0  0.0576   -52.6   0.851  -161.5

  900000000  0.837  -157.2   0.802    24.7  0.0550   -54.4   0.858  -163.5

  950000000  0.843  -159.4   0.737    21.5  0.0525   -56.3   0.865  -165.4

 1000000000  0.849  -161.5   0.675    18.2  0.0505   -58.1   0.870  -167.2

 1050000000  0.854  -163.4   0.619    15.5  0.0484   -60.5   0.875  -168.9

 1100000000  0.859  -165.3   0.571    12.8  0.0459   -62.3   0.880  -170.5

 1150000000  0.864  -167.1   0.526    10.4  0.0437   -63.7   0.884  -172.1

 1200000000  0.868  -168.8   0.488     8.1  0.0417   -65.1   0.888  -173.6

 1250000000  0.872  -170.5   0.452     5.8  0.0399   -66.2   0.892  -175.0

 1300000000  0.875  -172.0   0.418     3.9  0.0382   -67.2   0.895  -176.4

 1350000000  0.879  -173.6   0.388     2.7  0.0367   -68.0   0.899  -177.8

 1400000000  0.882  -175.0   0.366     1.6  0.0355   -69.2   0.902  -179.1

 1450000000  0.884  -176.5   0.346    -0.3  0.0340   -70.6   0.904   179.6

 1500000000  0.887  -177.8   0.324    -2.0  0.0325   -71.7   0.907   178.4

 1550000000  0.889  -179.2   0.302    -3.1  0.0310   -72.3   0.909   177.2

 1600000000  0.891   179.5   0.287    -3.2  0.0301   -72.6   0.911   176.0

 1650000000  0.893   178.2   0.279    -3.7  0.0293   -74.0   0.913   174.8

 1700000000  0.894   176.9   0.271    -5.7  0.0281   -75.9   0.915   173.7

 1750000000  0.896   175.7   0.257    -7.8  0.0266   -77.0   0.917   172.6

 1800000000  0.897   174.5   0.244    -8.7  0.0253   -77.4   0.919   171.5

 1850000000  0.899   173.3   0.235    -8.9  0.0244   -77.6   0.920   170.4

 1900000000  0.899   172.7   0.233    -8.9  0.0241   -78.2   0.921   169.9

 1950000000  0.900   172.1   0.233    -9.7  0.0238   -79.3   0.922   169.4

 2000000000  0.901   171.6   0.231   -11.4  0.0231   -80.7   0.923   168.9

END ACDATA



VAR        vds = 6.0

VAR        id = 0.030

!          REM     DATA    NUMBER = 27

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.960   -32.1   9.917   153.8  0.0343    64.1   0.653   -39.9

  100000000  0.881   -58.7   8.321   132.3  0.0576    43.4   0.653   -71.2

  150000000  0.813   -78.6   6.807   115.9  0.0710    27.6   0.656   -92.9

  200000000  0.769   -93.4   5.564   104.1  0.0763    15.7   0.665  -107.9

  250000000  0.745  -104.4   4.696    93.6  0.0804     6.2   0.678  -118.6

  300000000  0.736  -113.2   3.961    84.7  0.0805    -2.4   0.693  -126.4

  350000000  0.733  -120.2   3.409    76.9  0.0798    -8.8   0.708  -132.6

  400000000  0.736  -126.0   2.926    69.7  0.0790   -15.1   0.724  -137.5

  450000000  0.742  -131.0   2.543    64.0  0.0765   -20.7   0.738  -141.7

  500000000  0.751  -135.4   2.246    58.3  0.0742   -25.2   0.753  -145.4

  550000000  0.760  -139.2   1.975    52.7  0.0720   -29.6   0.767  -148.6

  600000000  0.769  -142.7   1.739    48.1  0.0694   -33.7   0.780  -151.4

  650000000  0.779  -145.9   1.544    44.1  0.0669   -37.4   0.792  -154.0

  700000000  0.789  -148.8   1.384    40.6  0.0644   -41.0   0.803  -156.4

  750000000  0.798  -151.5   1.252    37.3  0.0617   -44.8   0.813  -158.7

  800000000  0.806  -154.0   1.147    34.3  0.0581   -48.0   0.822  -160.8

  850000000  0.814  -156.4   1.054    30.6  0.0549   -50.1   0.831  -162.8

  900000000  0.821  -158.5   0.962    27.3  0.0526   -51.9   0.839  -164.7

  950000000  0.828  -160.6   0.886    24.1  0.0503   -53.7   0.846  -166.4

 1000000000  0.834  -162.5   0.813    20.9  0.0486   -55.6   0.853  -168.1

 1050000000  0.841  -164.4   0.746    18.2  0.0466   -57.9   0.858  -169.7

 1100000000  0.846  -166.2   0.688    15.6  0.0443   -59.8   0.864  -171.3

 1150000000  0.852  -167.9   0.635    13.2  0.0422   -61.2   0.869  -172.8

 1200000000  0.856  -169.5   0.589    10.9  0.0404   -62.5   0.873  -174.2

 1250000000  0.861  -171.1   0.546     8.6  0.0386   -63.7   0.878  -175.6

 1300000000  0.865  -172.7   0.505     6.7  0.0370   -64.6   0.882  -176.9

 1350000000  0.869  -174.1   0.470     5.4  0.0356   -65.4   0.885  -178.2

 1400000000  0.872  -175.6   0.444     4.3  0.0345   -66.7   0.889  -179.5

 1450000000  0.875  -177.0   0.420     2.4  0.0331   -68.1   0.892   179.3

 1500000000  0.878  -178.3   0.393     0.7  0.0316   -69.2   0.895   178.1

 1550000000  0.881  -179.7   0.368    -0.3  0.0302   -69.7   0.898   176.9

 1600000000  0.883   179.0   0.349    -0.4  0.0293   -70.1   0.901   175.7

 1650000000  0.885   177.7   0.339    -1.0  0.0286   -71.4   0.903   174.6

 1700000000  0.887   176.5   0.329    -3.1  0.0274   -73.2   0.905   173.4

 1750000000  0.888   175.3   0.313    -5.3  0.0260   -74.2   0.908   172.4

 1800000000  0.890   174.1   0.297    -6.2  0.0248   -74.6   0.910   171.3

 1850000000  0.892   172.9   0.286    -6.5  0.0239   -74.7   0.912   170.2

 1900000000  0.893   172.4   0.284    -6.5  0.0237   -75.2   0.913   169.7

 1950000000  0.894   171.8   0.284    -7.3  0.0233   -76.4   0.914   169.2

 2000000000  0.894   171.2   0.282    -9.1  0.0226   -77.8   0.915   168.7

END ACDATA



VAR        vds = 6.0

VAR        id = 0.050

!          REM     DATA    NUMBER = 28

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.954   -35.0  11.884   152.9  0.0321    63.3   0.567   -45.9

  100000000  0.868   -63.3   9.817   131.3  0.0532    42.4   0.589   -79.7

  150000000  0.797   -83.8   7.936   115.3  0.0647    27.0   0.610  -101.6

  200000000  0.754   -98.9   6.462   103.9  0.0693    15.7   0.628  -115.9

  250000000  0.730  -109.8   5.436    93.9  0.0727     6.7   0.646  -125.7

  300000000  0.720  -118.2   4.584    85.5  0.0729    -1.4   0.664  -132.7

  350000000  0.718  -124.9   3.947    78.1  0.0725    -7.3   0.680  -138.1

  400000000  0.720  -130.4   3.395    71.3  0.0718   -13.4   0.696  -142.5

  450000000  0.726  -135.0   2.962    65.9  0.0699   -18.5   0.712  -146.1

  500000000  0.733  -139.0   2.624    60.4  0.0681   -22.8   0.726  -149.3

  550000000  0.742  -142.5   2.315    55.1  0.0663   -27.1   0.741  -152.0

  600000000  0.751  -145.7   2.046    50.7  0.0641   -31.0   0.754  -154.5

  650000000  0.761  -148.7   1.823    46.8  0.0621   -34.6   0.767  -156.8

  700000000  0.770  -151.3   1.641    43.4  0.0600   -38.1   0.779  -158.9

  750000000  0.779  -153.8   1.489    40.2  0.0576   -41.6   0.789  -160.9

  800000000  0.788  -156.1   1.368    37.2  0.0545   -44.8   0.799  -162.8

  850000000  0.796  -158.3   1.261    33.6  0.0516   -46.8   0.808  -164.6

  900000000  0.804  -160.3   1.153    30.3  0.0496   -48.6   0.817  -166.3

  950000000  0.812  -162.2   1.064    27.2  0.0476   -50.4   0.824  -168.0

 1000000000  0.819  -164.0   0.977    24.0  0.0461   -52.2   0.831  -169.5

 1050000000  0.825  -165.7   0.899    21.2  0.0443   -54.5   0.837  -171.0

 1100000000  0.831  -167.4   0.831    18.6  0.0421   -56.3   0.843  -172.5

 1150000000  0.837  -169.0   0.768    16.2  0.0403   -57.8   0.849  -173.9

 1200000000  0.842  -170.6   0.714    14.0  0.0385   -59.1   0.854  -175.2

 1250000000  0.847  -172.1   0.663    11.7  0.0369   -60.1   0.859  -176.5

 1300000000  0.852  -173.6   0.615     9.8  0.0354   -61.1   0.863  -177.8

 1350000000  0.856  -175.0   0.572     8.5  0.0342   -61.9   0.867  -179.0

 1400000000  0.860  -176.4   0.541     7.4  0.0331   -63.0   0.871   179.8

 1450000000  0.864  -177.7   0.512     5.4  0.0319   -64.3   0.875   178.6

 1500000000  0.867  -179.0   0.480     3.7  0.0305   -65.4   0.879   177.5

 1550000000  0.870   179.7   0.449     2.6  0.0292   -65.9   0.882   176.4

 1600000000  0.873   178.4   0.426     2.4  0.0283   -66.2   0.885   175.2

 1650000000  0.876   177.1   0.415     1.8  0.0277   -67.5   0.889   174.1

 1700000000  0.878   175.9   0.403    -0.3  0.0266   -69.3   0.891   173.0

 1750000000  0.880   174.7   0.383    -2.5  0.0252   -70.3   0.894   172.0

 1800000000  0.882   173.6   0.363    -3.5  0.0240   -70.6   0.897   170.9

 1850000000  0.884   172.4   0.350    -3.8  0.0233   -70.6   0.899   169.9

 1900000000  0.885   171.9   0.348    -3.8  0.0231   -71.2   0.901   169.4

 1950000000  0.886   171.3   0.348    -4.6  0.0227   -72.2   0.902   168.9

 2000000000  0.887   170.8   0.345    -6.4  0.0221   -73.5   0.904   168.4

END ACDATA



VAR        vds = 6.0

VAR        id = 0.070

!          REM     DATA    NUMBER = 29

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.952   -36.7  13.008   152.5  0.0307    62.7   0.510   -50.8

  100000000  0.862   -66.0  10.654   130.8  0.0503    42.0   0.553   -86.0

  150000000  0.792   -87.0   8.557   115.0  0.0608    26.8   0.585  -107.6

  200000000  0.750  -102.0   6.956   103.9  0.0650    16.0   0.610  -121.2

  250000000  0.726  -112.9   5.840    94.2  0.0682     7.1   0.632  -130.4

  300000000  0.715  -121.2   4.924    86.0  0.0683    -0.6   0.651  -136.9

  350000000  0.712  -127.7   4.244    78.8  0.0680    -6.4   0.668  -141.8

  400000000  0.714  -133.0   3.654    72.3  0.0676   -12.1   0.684  -145.7

  450000000  0.719  -137.4   3.195    67.1  0.0659   -17.2   0.699  -149.0

  500000000  0.726  -141.2   2.835    61.7  0.0643   -21.3   0.713  -151.9

  550000000  0.734  -144.6   2.505    56.6  0.0627   -25.4   0.727  -154.4

  600000000  0.743  -147.7   2.219    52.2  0.0609   -29.2   0.741  -156.6

  650000000  0.752  -150.4   1.982    48.5  0.0590   -32.8   0.754  -158.7

  700000000  0.762  -152.9   1.789    45.1  0.0572   -36.2   0.765  -160.6

  750000000  0.771  -155.3   1.628    42.0  0.0550   -39.7   0.776  -162.5

  800000000  0.780  -157.4   1.498    39.0  0.0522   -42.9   0.786  -164.2

  850000000  0.788  -159.5   1.382    35.4  0.0496   -44.8   0.795  -165.9

  900000000  0.795  -161.4   1.266    32.1  0.0478   -46.6   0.804  -167.5

  950000000  0.803  -163.2   1.170    29.0  0.0460   -48.3   0.811  -169.1

 1000000000  0.810  -165.0   1.076    25.7  0.0445   -50.1   0.818  -170.5

 1050000000  0.817  -166.6   0.991    23.0  0.0429   -52.4   0.824  -171.9
